...1,DOI,Title,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Journal,row_id,JournalAbbr,ZoteroKey,PDFPath,primary_category,secondary_category,macro_micro_level,justification,Experimental,Causal_Inference,Descriptive_Correlational,Theoretical,Methodological,Review_Meta_analysis,Other
610,10.1177/19485506211031722,Typical is trustworthy-evidence for a generalized heuristic,Typical is trustworthy-evidence for a generalized heuristic,4,"H Alves, P Uğurlar…",2022,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211031722,"https://scholar.google.com/scholar?cites=6636718352524509429&as_sdt=2005&sciodt=0,5&hl=en",69,FALSE,NA,4,1.3333333333333333,2,2,3,"When judging whether someone is trustworthy, people rely on the perceptual typicality of a person's face. We tested whether a more general typical-is-trustworthy heuristic exists based …",https://www.researchgate.net/profile/Hans-Alves/publication/353889321_Typical_is_Trustworthy_-_Evidence_for_a_Generalized_Heuristic/links/611e14f5169a1a01030f8e48/Typical-is-Trustworthy-Evidence-for-a-Generalized-Heuristic.pdf,"https://scholar.google.com/scholar?q=related:9QCKxC1cGlwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2183,SPPS,NQ9UQGVV,/Users/haleylam/Zotero/storage/WC88ZEAL/Alves et al. - Typical is Trustworthy - Evidence for a Generalize.pdf,Experimental,NA,individual-level data,"The article reports on four experiments manipulating descriptive typicality of target persons' attributes and measuring perceived trustworthiness. The study involves direct manipulation of variables (e.g., prevalence of shape preferences assigned to targets) and collects individual-level responses from participants in controlled experimental settings. The use of repeated measures ANOVA, mixed-effects regression models, and preregistered experimental designs confirms an experimental methodology.",1,0,0,0,0,0,0
611,10.1177/19485506211033748,Male allies at work: Gender-equality supportive men reduce negative underrepresentation effects among women,Male allies at work: Gender-equality supportive men reduce negative underreprese,41,"CE Moser, NR Branscombe",2022,… Psychological and Personality …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211033748,"https://scholar.google.com/scholar?cites=11226733595903943268&as_sdt=2005&sciodt=0,5&hl=en",11,FALSE,NA,41,13.666666666666666,20.5,2,3,Does commitment to allyship from a dominant group member cue identity-safety for women in male-dominated environments? We examine this question by assessing women's …,https://www.researchgate.net/profile/Charlotte-Moser-2/publication/353776936_Male_Allies_at_Work_Gender-Equality_Supportive_Men_Reduce_Negative_Underrepresentation_Effects_Among_Women/links/611163011ca20f6f860c74a2/Male-Allies-at-Work-Gender-Equality-Supportive-Men-Reduce-Negative-Underrepresentation-Effects-Among-Women.pdf,"https://scholar.google.com/scholar?q=related:ZGLMQ7lezZsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2184,SPPS,EHIAMSI4,/Users/haleylam/Zotero/storage/DYMXNFHZ/Moser and Branscombe - 2022 - Male Allies at Work Gender-Equality Supportive Me.pdf,Experimental,NA,individual-level data,"The article reports on three experiments manipulating the presence and characteristics of male allies in workplace scenarios to assess their impact on women's perceptions of identity safety, support, isolation, and workplace hostility. The study design includes random assignment to conditions (e.g., presence vs. absence of ally, ally race and gender), use of control groups, and measurement of dependent variables, consistent with experimental research methodology.",1,0,0,0,0,0,0
612,10.1177/19485506211034277,Implicit ambivalence: A driving force to improve relationship problems,Implicit ambivalence: A driving force to improve relationship problems,11,"R Faure, JK McNulty, AL Meltzer…",2022,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211034277,"https://scholar.google.com/scholar?cites=17506013327468759658&as_sdt=2005&sciodt=0,5&hl=en",37,FALSE,NA,11,3.6666666666666665,3.6666666666666665,3,3,Implicit ambivalence involves holding strong positive and negative implicit evaluations toward the same object. This state is common in close relationships because even the most …,https://journals.sagepub.com/doi/pdf/10.1177/19485506211034277,"https://scholar.google.com/scholar?q=related:aooH2V7a8fIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2185,SPPS,ABT9ETKR,/Users/haleylam/Zotero/storage/PCUKA5PL/Faure et al. - 2022 - Implicit Ambivalence A Driving Force to Improve R.pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports on two longitudinal studies involving newlywed couples (N=448 individuals) where implicit ambivalence was measured using an implicit partner evaluative priming task (PEPT) in a laboratory setting, followed by self-report measures of marital problems and satisfaction over time. The design involves manipulation of stimuli (partner photos as primes) and measurement of reaction times to assess implicit attitudes, which constitutes experimental manipulation of variables. The study also uses multilevel dyadic modeling and actor-partner interdependence models to analyze individual-level data nested within couples. While the study is longitudinal and observational in nature, the use of implicit priming tasks and controlled laboratory procedures to elicit automatic evaluations qualifies it as experimental research. The analyses also include descriptive and correlational components, but the primary methodology involves experimental manipulation and measurement of implicit cognitive processes.",1,0,0,0,0,0,0
613,10.1177/19485506211034390,Disclosure style and response engagement during disclosures of concealable stigmatized identities,Disclosure style and response engagement during disclosures of concealable stigm,3,"R Cipollina, DT Sanchez, A Egert…",2022,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211034390,"https://scholar.google.com/scholar?cites=2391581363347871929&as_sdt=2005&sciodt=0,5&hl=en",84,FALSE,NA,3,1,1,3,3,Supportive disclosure experiences benefit the well-being of those with concealable stigmatized identities (CSIs). The present research examines relationships between …,NA,"https://scholar.google.com/scholar?q=related:uVjLLZSaMCEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2186,SPPS,ZU437FHS,/Users/haleylam/Zotero/storage/RFLP58WD/Cipollina et al. - Disclosure Style and Response Engagement During Di.pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports on multiple studies including two experiments (Study 1a and 1b) where disclosure directness was experimentally manipulated to observe its causal effect on recipient response engagement. This manipulation of an independent variable (disclosure directness) and measurement of outcomes (response engagement, satisfaction) fits the definition of experimental research. Additionally, the article includes correlational analyses (Studies 2a, 2b, and 3) examining relationships between naturally occurring variables such as disclosure directness, response engagement, identity support, and satisfaction without experimental manipulation, which aligns with descriptive/correlational research. The data are individual-level, collected from participants reporting on their own or recalled disclosure experiences. The use of path analyses and mediation models further supports the combination of experimental and correlational methods.",1,0,0,0,0,0,0
614,10.1177/19485506211034966,A tale of peaks and valleys: Sinusoid relationship patterns between mountainousness and basic human values,A tale of peaks and valleys: Sinusoid relationship patterns between mountainousn,12,"S Stieger, FM Götz, C Wilson, S Volsa…",2022,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211034966,"https://scholar.google.com/scholar?cites=3383029928580842724&as_sdt=2005&sciodt=0,5&hl=en",36,FALSE,NA,12,4,3,4,3,Mountains—mythic and majestic—have fueled widespread speculation about their effects on character. Emerging empirical evidence has begun to show that physical topography is …,https://journals.sagepub.com/doi/full/10.1177/19485506211034966,"https://scholar.google.com/scholar?q=related:5ISTxcvv8i4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2187,SPPS,6FFDBJ8N,/Users/haleylam/Zotero/storage/CKZJFNR5/Stieger et al. - 2022 - A Tale of Peaks and Valleys Sinusoid Relationship.pdf,Descriptive/Correlational,Methodological,individual-level data,"The study analyzes large-scale individual-level survey data (n=32,666) linking personal values to objective measures of mountainousness using correlation analyses and conditional random forest machine-learning methods. There is no manipulation of variables or causal inference methods employed. The research primarily describes associations and patterns between variables, fitting the Descriptive/Correlational category. Additionally, the use of advanced machine-learning techniques to evaluate predictor importance and robustness checks indicates a methodological component aimed at improving analytic approaches.",0,0,1,0,0,0,0
615,10.1177/19485506211034972,The “next” effect: When a better future worsens the present,The “next” effect: When a better future worsens the present,6,E O'Brien,2022,Social Psychological and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211034972,"https://scholar.google.com/scholar?cites=3519908874502111558&as_sdt=2005&sciodt=0,5&hl=en",72,FALSE,NA,6,2,6,1,3,"Various domains of life are improving over time, meaning the future is filled with exciting advances that people can now look forward to (eg, in technology). Three preregistered …",https://www.researchgate.net/profile/Ed-Obrien/publication/366924270_The_'Next'_Effect_When_A_Better_Future_Worsens_The_Present/links/63d34946c465a873a25ff0e5/The-Next-Effect-When-A-Better-Future-Worsens-The-Present.pdf,"https://scholar.google.com/scholar?q=related:RoFx2ng62TAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2188,SPPS,PD3CCKBM,/Users/haleylam/Zotero/storage/C5W9IF8Q/O’Brien - 2022 - The “Next” Effect When a Better Future Worsens th.pdf,Experimental,NA,individual-level data,"The article reports on three preregistered experiments with random assignment to conditions, manipulating participants' awareness of future improvements to test effects on enjoyment and perceived flaws of current technology. The use of controlled experimental conditions, random assignment, and direct manipulation of independent variables clearly classifies this research as Experimental. Data were collected at the individual participant level through behavioral and self-report measures.",1,0,0,0,0,0,0
616,10.1177/19485506211034979,Which facial features are central in impression formation?,Which facial features are central in impression formation?,28,"B Jaeger, AL Jones",2022,… Psychological and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211034979,"https://scholar.google.com/scholar?cites=10995592915279931470&as_sdt=2005&sciodt=0,5&hl=en",28,FALSE,NA,28,9.333333333333334,14,2,3,Which facial characteristics do people rely on when forming personality impressions? Previous research has uncovered an array of facial features that influence people's …,https://journals.sagepub.com/doi/pdf/10.1177/19485506211034979,"https://scholar.google.com/scholar?q=related:TugP0n8xmJgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2189,SPPS,SZRFQ3M2,/Users/haleylam/Zotero/storage/UV8FAGTQ/Jaeger and Jones - 2022 - Which Facial Features Are Central in Impression Fo.pdf,Descriptive/Correlational,Methodological,individual-level data,"The study analyzes individual-level facial image data and associated personality impression ratings using machine learning methods (cross-validation, Elastic Net regression) to predict trustworthiness and dominance impressions. It does not manipulate variables experimentally nor use causal inference methods like IV or regression discontinuity. Instead, it describes and predicts relationships between facial features and impressions, fitting the Descriptive/Correlational category. Additionally, the use of advanced predictive modeling and regularization techniques to evaluate and compare the importance of multiple correlated facial features reflects a methodological contribution.",0,0,1,0,0,0,0
617,10.1177/19485506211035003,To pursue or not to pursue STEM? Faculty behavior enhances student involvement in STEM roles by signaling role-specific support,To pursue or not to pursue STEM? Faculty behavior enhances student involvement i,3,"JB Norman, MA Fuesting, DM Geerling…",2022,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211035003,"https://scholar.google.com/scholar?cites=14928508902500617525&as_sdt=2005&sciodt=0,5&hl=en",95,FALSE,NA,3,1,1,3,3,"Four studies examine the faculty–student relationship as a mechanism through which students ascertain their place in science, technology, engineering, and mathematics (STEM) …",https://journals.sagepub.com/doi/pdf/10.1177/19485506211035003,"https://scholar.google.com/scholar?q=related:NU3Oj8C3LM8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2190,SPPS,8G5JVH5X,/Users/haleylam/Zotero/storage/CS99WAQS/Norman et al. - 2022 - To Pursue or Not to Pursue STEM Faculty Behavior .pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports four studies, with Studies 1 and 2 using experimental vignette methods manipulating faculty behavior (communal vs. independent) and measuring students' anticipated role-specific support, belonging, and interest in STEM roles. Study 3 experimentally manipulated role-specific support and measured effects on belonging, self-efficacy, and interest. Study 4 used longitudinal survey data of STEM doctoral students to examine associations between perceived role-specific support and belonging/identification over time. The presence of experimental manipulations in Studies 1-3 classifies the research as Experimental. Study 4's longitudinal correlational design supports a secondary classification as Descriptive/Correlational. The data are individual-level, collected from students and doctoral candidates. The justification is based on the use of randomized experimental designs with manipulation of independent variables (faculty behavior, role-specific support) and measurement of outcomes, as well as longitudinal survey data.",1,0,0,0,0,0,0
618,10.1177/19485506211035924,Women's Safety Concerns and Academia: How Safety Concerns Can Create Opportunity Gaps,Women's Safety Concerns and Academia: How Safety Concerns Can Create Opportunity,5,"S Trawalter, J Doleac, L Palmer…",2022,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211035924,"https://scholar.google.com/scholar?cites=17283447357208089755&as_sdt=2005&sciodt=0,5&hl=en",66,FALSE,NA,5,1.6666666666666667,1.6666666666666667,3,3,The present work documents the safety concerns of men and women in academia and how these concerns can create opportunity gaps. Across five samples including undergraduate …,http://jenniferdoleac.com/wp-content/uploads/2021/07/TrawalterEtAl_SPPS.pdf,"https://scholar.google.com/scholar?q=related:m1SNvMwj2-8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2191,SPPS,EE6FV9M8,/Users/haleylam/Zotero/storage/WFVBKVDT/Trawalter et al. - 2022 - Women’s Safety Concerns and Academia How Safety C.pdf,Experimental,Causal Inference,individual-level data,"The article includes experimental manipulation of safety concerns in male participants to test causal effects on willingness to use campus facilities, fulfilling the 'Experimental' category. Additionally, it uses longitudinal archival swipe data analyzed with difference-in-differences style regression models to estimate the causal impact of a crime event on women's campus facility usage, fitting the 'Causal Inference' category. The data analyzed are individual-level (survey responses, experimental responses, and swipe card data).",1,0,0,0,0,0,0
619,10.1177/19485506211036610,Genetic and Environmental Factors of Non-Ability-Based Confidence,Genetic and Environmental Factors of Non-Ability-Based Confidence,0,"RL Vogt, A Zheng, DA Briley…",2022,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211036610,NA,115,FALSE,NA,0,0,0,3,3,"Non-ability-based confidence is confidence in one's ability that is not calibrated to actual ability. Here, we examine what psychological factors are associated with possessing more …",NA,"https://scholar.google.com/scholar?q=related:2zPgee_lyngJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2192,SPPS,2QEYBNIB,/Users/haleylam/Zotero/storage/LUTST4AD/Vogt et al. - 2022 - Genetic and Environmental Factors of Non-Ability-B.pdf,Descriptive/Correlational,Causal Inference,individual-level data,"The study uses individual-level data from a genetically informed twin sample to describe associations between non-ability-based confidence and psychological traits, decomposing variance into genetic and environmental components using twin modeling (AE models). While it does not manipulate variables experimentally, it applies classical twin design methods to infer genetic and environmental contributions, which aligns with causal inference methods in behavior genetics. The study does not involve experimental manipulation but uses structural equation modeling and twin comparisons to estimate heritability and environmental influences, fitting the 'Descriptive/Correlational' category primarily, with 'Causal Inference' as secondary due to the use of genetically informed designs to infer causality.",0,0,1,0,0,0,0
620,10.1177/19485506211037140,Persuading the implicit mind: Changing negative implicit evaluations with an 8-minute podcast,Persuading the implicit mind: Changing negative implicit evaluations with an 8-m,3,"B Kurdi, TC Mann, MJ Ferguson",2022,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211037140,"https://scholar.google.com/scholar?cites=16887042842333480282&as_sdt=2005&sciodt=0,5&hl=en",76,FALSE,NA,3,1,1,3,3,"Implicit evaluations can be malleable via reinterpretation of previously encountered evidence. Here, we report three studies (N= 1,007) investigating the robustness of this …",https://benedekkurdi.com/files/Kurdi_SPPS_2021.pdf,"https://scholar.google.com/scholar?q=related:WgUXZP7TWuoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2193,SPPS,R4K86YH6,/Users/haleylam/Zotero/storage/STDQP3IZ/Kurdi et al. - Persuading the Implicit Mind Changing Negative Im.pdf,Experimental,NA,individual-level data,"The article reports on three studies involving manipulation of variables by the researchers, including random assignment to control and experimental conditions (e.g., exposure to counterattitudinal podcasts vs. control podcasts). The studies measure changes in implicit and explicit evaluations using experimental paradigms such as the Affect Misattribution Procedure (AMP) and Implicit Association Test (IAT). The design includes pre- and post-manipulation measurements, random assignment, and controlled interventions, consistent with experimental research. Data are collected at the individual participant level.",1,0,0,0,0,0,0
621,10.1177/19485506211037296,Failure leads protest movements to support more radical tactics,Failure leads protest movements to support more radical tactics,10,"WR Louis, M Lizzio-Wilson, M Cibich…",2022,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211037296,"https://scholar.google.com/scholar?cites=3050085022480388741&as_sdt=2005&sciodt=0,5&hl=en",41,FALSE,NA,10,3.3333333333333335,3.3333333333333335,3,3,"Most social movements will encounter setbacks in their pursuit of sociopolitical change. However, little is known about how movements are affected after protestors fail to achieve …",http://fathalimoghaddam.com/wp-content/uploads/2021/10/19485506211037296-Louis-et-al-spps-failure.pdf,"https://scholar.google.com/scholar?q=related:hdKu-yoUVCoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2194,SPPS,EF8XBD37,/Users/haleylam/Zotero/storage/2EHPWBFM/Louis et al. - 2022 - Failure Leads Protest Movements to Support More Ra.pdf,Experimental,Methodological,individual-level data,"The article reports a meta-analysis of nine experiments (N=1663) involving random assignment of participants to conditions simulating protest failure or success and conventional or radical tactics, measuring psychological and behavioral responses. The use of experimental manipulation of protest outcome and protest type, along with randomized allocation, fits the definition of Experimental research. Additionally, the study develops and applies iterative stochastic simulations to model protest dynamics over time, which constitutes methodological development. The data are individual-level, collected from participants recruited in relation to real protest movements.",1,0,0,0,0,0,0
622,10.1177/19485506211037576,The gender-equality paradox and optimal distinctiveness: More gender-equal societies have more gendered names,The gender-equality paradox and optimal distinctiveness: More gender-equal socie,7,"A Vishkin, ML Slepian…",2022,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211037576,"https://scholar.google.com/scholar?cites=13701247912576346250&as_sdt=2005&sciodt=0,5&hl=en",48,FALSE,NA,7,2.3333333333333335,3.5,2,3,"Findings in several domains have documented a gender-equality paradox, where greater social and economic gender equality predicts increased gender differentiation. Many of …",http://www.columbia.edu/~ms4992/Pubs/2022_Vishkin-Slepian-Galinsky_SPPS.pdf,"https://scholar.google.com/scholar?q=related:iuisWGKcJL4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2195,SPPS,7H5PZG6N,/Users/haleylam/Zotero/storage/JXJWTZVX/Vishkin et al. - The Gender-Equality Paradox and Optimal Distinctiv.pdf,Descriptive/Correlational,NA,individual-level data,"The study analyzes large-scale archival data on baby names and state-level gender equality measures to describe patterns of gender differentiation in names over time and across regions. It uses multilevel regression models to examine associations between gender, time, and gender equality indicators without manipulating variables or employing causal inference methods such as diff-in-diffs, IV, or natural experiments. The focus is on describing and correlating phonetic gendering of names with gender equality metrics, making it descriptive/correlational research.",0,0,1,0,0,0,0
623,10.1177/19485506211037871,Loneliness during a nationwide lockdown and the moderating effect of extroversion,Loneliness during a nationwide lockdown and the moderating effect of extroversio,46,"TM Entringer, SD Gosling",2022,… Psychological and Personality …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211037871,"https://scholar.google.com/scholar?cites=4108033083579137484&as_sdt=2005&sciodt=0,5&hl=en",8,FALSE,NA,46,15.333333333333334,23,2,3,"Loneliness levels were assessed in a longitudinal, nationwide sample (N total= 6,010) collected over the course of the first 3 months of the COVID-19 pandemic in Germany. When …",https://journals.sagepub.com/doi/pdf/10.1177/19485506211037871,"https://scholar.google.com/scholar?q=related:zH1JAFOqAjkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2196,SPPS,JZVSKVAN,/Users/haleylam/Zotero/storage/QK7IJV8X/Entringer and Gosling - 2022 - Loneliness During a Nationwide Lockdown and the Mo.pdf,Descriptive/Correlational,NA,individual-level data,"The study uses longitudinal individual-level survey data to describe changes in loneliness over time and examines associations between personality traits and loneliness changes using latent change score modeling and local structural equation modeling. There is no manipulation of variables or use of causal inference methods such as diff-in-diffs, IV, or regression discontinuity. The research primarily describes trajectories and correlational relationships without establishing causality.",0,0,1,0,0,0,0
624,10.1177/19485506211038150,Lay Beliefs About Who Can Bridge the Black–White Racial Gap During Interracial Exchanges,Lay Beliefs About Who Can Bridge the Black–White Racial Gap During Interracial E,0,"LS Wilton, A Rattan, S Abrams…",2022,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211038150,NA,117,FALSE,NA,0,0,0,3,3,"For group discussions about fraught racial topics between Black and White Americans to be beneficial, conversation participants must view the person who facilitates as effective at …",https://lbsresearch.london.edu/id/eprint/1959/1/SPPS%20Interracial%20Bridge%20Rattan.pdf,"https://scholar.google.com/scholar?q=related:YC0DLYuA7dIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2197,SPPS,TE5QRLY2,/Users/haleylam/Zotero/storage/JHY26TFG/Wilton et al. - 2022 - Lay Beliefs About Who Can Bridge the Black–White R.pdf,Descriptive/Correlational,NA,individual-level data,"The studies described involve participants' perceptions and ratings of facilitators' effectiveness and learning strategies based on manipulated facilitator race (biracial, Black, White). The research uses experimental manipulations (random assignment to facilitator race conditions) but primarily measures participants' beliefs, attitudes, and preferences without manipulating outcomes or testing causal effects on actual behavior or outcomes. The analyses are based on self-reported ratings and comparisons across groups, consistent with descriptive/correlational research. There is no use of causal inference methods such as diff-in-diffs, IV, or natural experiments, nor is the study purely theoretical or methodological. The data are individual-level, collected from participants via surveys and experimental vignettes.",0,0,1,0,0,0,0
625,10.1177/19485506211038190,They are not little emperors: Only children are just as altruistic as non-only children,They are not little emperors: Only children are just as altruistic as non-only c,2,"X Zheng, Q Su, C Jing…",2022,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211038190,"https://scholar.google.com/scholar?cites=16056178570818048254&as_sdt=2005&sciodt=0,5&hl=en",102,FALSE,NA,2,0.6666666666666666,0.6666666666666666,3,3,"Negative stereotypes about only children (OC) have caused widespread concern. However, relatively little is known about the accuracy of these stereotypes, especially regarding …",NA,"https://scholar.google.com/scholar?q=related:_lDZQ1cB094J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2198,SPPS,PY9R5UW7,/Users/haleylam/Zotero/storage/TS7HMTN4/Zheng et al. - 2022 - They Are Not Little Emperors Only Children Are Ju.pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports on three empirical studies involving direct data collection from individual participants, including behavioral tasks (dictator game, social discounting task) and self-report measures to assess altruistic behavior among only children (OC) and non-only children (NOC). The studies manipulate the social distance variable in Study 3 and compare groups (OC vs. NOC) to test hypotheses about altruism, which constitutes an experimental design with manipulation of variables. Although no random assignment is explicitly mentioned, the use of behavioral tasks and controlled experimental procedures classifies it as Experimental research. The analyses also include descriptive statistics and regression analyses without specific causal inference methods, supporting a secondary classification as Descriptive/Correlational.",1,0,0,0,0,0,0
626,10.1177/19485506211038295,How do basic personality traits map onto moral judgments of fairness-related actions?,How do basic personality traits map onto moral judgments of fairness-related act,3,"M Andrejević, LD Smillie…",2022,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211038295,"https://scholar.google.com/scholar?cites=8376248320071804629&as_sdt=2005&sciodt=0,5&hl=en",79,FALSE,NA,3,1,1.5,2,3,"Reliance on fairness norms is a core feature of moral behavior and judgment, and is conceptually and empirically linked with basic personality dimensions. However, the specific …",https://journals.sagepub.com/doi/full/10.1177/19485506211038295,"https://scholar.google.com/scholar?q=related:1aZXxHdpPnQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2199,SPPS,A4R3E49D,/Users/haleylam/Zotero/storage/BN9MRGWH/Andrejević et al. - 2022 - How Do Basic Personality Traits Map Onto Moral Jud.pdf,Descriptive/Correlational,NA,individual-level data,"The study analyzes correlations between Big Five personality traits and fairness norm profiles derived from a novel third-party moral judgment paradigm. It uses observational data from 313 participants without manipulation of variables or causal inference methods. The research focuses on describing relationships between personality domains and moral judgment patterns using factor analysis and correlation, fitting the definition of descriptive/correlational research.",0,0,1,0,0,0,0
627,10.1177/19485506211039092,Extroversion and conscientiousness predict deteriorating job outcomes during the COVID-19 transition to enforced remote work,Extroversion and conscientiousness predict deteriorating job outcomes during the,38,"AM Evans, MC Meyers…",2022,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/19485506211039092,"https://scholar.google.com/scholar?cites=11340818665916885816&as_sdt=2005&sciodt=0,5&hl=en",10,FALSE,NA,38,12.666666666666666,19,2,3,"At the beginning of the COVID-19 pandemic, organizations around the world rapidly transitioned to enforced remote work. We examined the relationship between personality …",https://journals.sagepub.com/doi/full/10.1177/19485506211039092,"https://scholar.google.com/scholar?q=related:OGsYjH2uYp0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Social Psychological and Personality Science,2200,SPPS,3FZFSS6T,/Users/haleylam/Zotero/storage/ZNWNZ7HP/Evans et al. - 2022 - Extroversion and Conscientiousness Predict Deterio.pdf,Descriptive/Correlational,NA,individual-level data,"The study conducted a four-wave longitudinal observational design examining within-person changes in job outcomes (performance, engagement, satisfaction, burnout, turnover intentions) and their associations with personality traits (HEXACO). There was no manipulation of variables or random assignment, nor use of causal inference methods such as diff-in-diffs, IV, or regression discontinuity. The analysis used growth curve models to describe trajectories and associations over time, focusing on prediction and description rather than establishing causal effects. Thus, it fits the Descriptive/Correlational category using individual-level longitudinal data.",0,0,1,0,0,0,0
