...1,DOI,Title,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Journal,row_id,ZoteroKey,PDFPath
1160,MISSING_DOI_personality evaluated what do people most like and,Personality evaluated: What do people most like and dislike about themselves and their friends?,personality evaluated what do people most like and,9,"J Sun, B Neufeld, P Snelgrove…",2022,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2022-41548-001,"https://scholar.google.com/scholar?cites=6603896994116235259&as_sdt=2005&sciodt=0,5&hl=en",123,TRUE,NA,9,9,2,4,1,"What do people think their best and worst personality traits are? Do their friends agree? Across three samples, 463 college students (“targets”) and their friends freely described two …",https://psycnet.apa.org/manuscript/2022-41548-001.pdf,"https://scholar.google.com/scholar?q=related:-2-Rw1PBpVsJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1160,FSVPVI44,/Users/haleylam/Zotero/storage/KZZ6S3D5/Sun et al. - Personality Evaluated What Do People Most Like an.pdf
1161,MISSING_DOI_personality intelligence and counterproductive aca,"Personality, intelligence, and counterproductive academic behaviors: A meta-analysis.",personality intelligence and counterproductive aca,55,"D Cuadrado, JF Salgado, S Moscoso",2021,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/120/2/504/,"https://scholar.google.com/scholar?cites=13304651103870875869&as_sdt=2005&sciodt=0,5&hl=en",24,TRUE,NA,55,27.5,18,3,2,"Counterproductive academic behaviors (CAB) are a major problem for educational institutions all over the world. For this reason, to determine the potential predictors of CAB is …",https://www.researchgate.net/profile/Jesus-Salgado-6/publication/339962544_Personality_intelligence_and_counterproductive_academic_behaviors_A_meta-analysis/links/5e7bc6e3a6fdcc139c045202/Personality-intelligence-and-counterproductive-academic-behaviors-A-meta-analysis.pdf,"https://scholar.google.com/scholar?q=related:3Xi7GrCdo7gJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",JPSP,1161,52C2Z9BV,"/Users/haleylam/Zotero/storage/LDQIM99M/Cuadrado et al. - 2021 - Personality, intelligence, and counterproductive a.pdf"
1162,MISSING_DOI_personality structure in east and west africa lexi,Personality structure in east and west Africa: Lexical studies of personality in Maa and Supyire-Senufo.,personality structure in east and west africa lexi,43,"AG Thalmayer, G Saucier, L Ole-Kotikash…",2020,… and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/journals/psp/119/5/1132/,"https://scholar.google.com/scholar?cites=13927536953644799949&as_sdt=2005&sciodt=0,5&hl=en",45,TRUE,NA,43,14.33,11,4,3,The field of psychology relies heavily on evidence from North America and Northern Europe. Universally applicable models require input from around the globe. Indigenous lexical …,https://www.zora.uzh.ch/id/eprint/210012/1/Thalmayer_etal_2019_MaaSen_JPSP_finalPreprint.pdf,"https://scholar.google.com/scholar?q=related:zdcfbhGNSMEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",JPSP,1162,CLJINMBL,/Users/haleylam/Zotero/storage/TNZ2IZH8/Thalmayer et al. - 2020 - Personality structure in east and west Africa Lex.pdf
1163,MISSING_DOI_personality trait development across the transitio,Personality trait development across the transition to retirement.,personality trait development across the transitio,85,"T Schwaba, W Bleidorn",2019,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2018-03572-001,"https://scholar.google.com/scholar?cites=5990012317335534737&as_sdt=2005&sciodt=0,5&hl=en",25,TRUE,NA,85,21.25,43,2,4,"In this study, we examined trajectories of Big Five personality development in the 5 years before and after retirement. Our sample was composed of 690 retirees (ages 51–81) and a …",https://osf.io/j6byv/download,"https://scholar.google.com/scholar?q=related:kbz_VnfMIFMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",JPSP,1163,LUVK9GCV,/Users/haleylam/Zotero/storage/WCGXTR25/Schwaba and Bleidorn - 2019 - Personality trait development across the transition to retirement.pdf
1164,MISSING_DOI_personality traits below facets the consensual val,"Personality traits below facets: The consensual validity, longitudinal stability, heritability, and utility of personality nuances.",personality traits below facets the consensual val,299,"R Mõttus, C Kandler, W Bleidorn…",2017,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2016-21274-001,"https://scholar.google.com/scholar?cites=10662798457842789937&as_sdt=2005&sciodt=0,5&hl=en",7,TRUE,NA,299,49.83,75,4,6,"It has been argued that facets do not represent the bottom of the personality hierarchy—even more specific personality characteristics, nuances, could be useful for describing and …",https://www.zora.uzh.ch/id/eprint/206362/1/219856808.pdf,"https://scholar.google.com/scholar?q=related:MW5NF7Te-ZMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",JPSP,1164,PSRBMFYE,/Users/haleylam/Zotero/storage/CEK8MDQJ/Mõttus et al. - 2017 - Personality traits below facets The consensual va.pdf
1165,MISSING_DOI_personalityplace transactions mapping the relation,"Personality–place transactions: Mapping the relationships between Big Five personality traits, states, and daily places.",personalityplace transactions mapping the relation,47,"SC Matz, GM Harari",2021,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2020-39572-001,"https://scholar.google.com/scholar?cites=8737219963098544505&as_sdt=2005&sciodt=0,5&hl=en",33,TRUE,NA,47,23.5,24,2,2,"People actively select their environments, and the environments they select can alter their psychological characteristics in the moment and over time. Such dynamic person …",NA,"https://scholar.google.com/scholar?q=related:ebnwwEPXQHkJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",JPSP,1165,UEAYQDMW,/Users/haleylam/Zotero/storage/IG7SBWKJ/Matz and Harari - 2021 - Personality–place transactions Mapping the relati.pdf
1166,MISSING_DOI_perspective mistaking accurately understanding the,"Perspective mistaking: Accurately understanding the mind of another requires getting perspective, not taking perspective.",perspective mistaking accurately understanding the,219,"T Eyal, M Steffel, N Epley",2018,… of personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/journals/psp/114/4/547/,"https://scholar.google.com/scholar?cites=14281161442162965035&as_sdt=2005&sciodt=0,5&hl=en",7,TRUE,NA,219,43.8,73,3,5,"Taking another person's perspective is widely presumed to increase interpersonal understanding. Very few experiments, however, have actually tested whether perspective …",https://www.marysteffel.com/s/Eyal-Steffel-and-Epley-2018-Perspective-Mistaking.pdf,"https://scholar.google.com/scholar?q=related:K_ogtKrgMMYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018",JPSP,1166,GETCQYJM,"/Users/haleylam/Zotero/storage/KUYNXU8N/Eyal et al. - 2018 - Perspective mistaking Accurately understanding the mind of another requires getting perspective, no.pdf"
1167,MISSING_DOI_pgs for educational attainment captures dna varian,PGS for Educational Attainment Captures DNA Variants Shared between Personality Traits and Educational Achievement,pgs for educational attainment captures dna varian,2,"SW Emily, S Saskia",2019,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=13608295447639447487&as_sdt=2005&sciodt=0,5&hl=en",119,TRUE,NA,2,0.5,1,2,4,NA,NA,"https://scholar.google.com/scholar?q=related:v1cdG5xg2rwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",JPSP,1167,NA,NA
1168,MISSING_DOI_physical effects of daily stressors are psychologi,"Physical effects of daily stressors are psychologically mediated, heterogeneous, and bidirectional.",physical effects of daily stressors are psychologi,4,"MR Goldring, N Bolger",2021,… of personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-07520-002,"https://scholar.google.com/scholar?cites=7770421953333512596&as_sdt=2005&sciodt=0,5&hl=en",128,TRUE,NA,4,2,2,2,2,Prior research shows that daily stressors lead to greater psychological distress. A separate body of research links daily stressors to physical symptoms such as backaches and stomach …,https://midus.wisc.edu/findings/pdfs/2439.pdf,"https://scholar.google.com/scholar?q=related:lElX25gV1msJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",JPSP,1168,SY96WJ3E,/Users/haleylam/Zotero/storage/87E7AVZ8/Goldring and Bolger - 2021 - Physical effects of daily stressors are psychologi.pdf
1169,MISSING_DOI_physiological linkage during shared positive and s,Physiological linkage during shared positive and shared negative emotion.,physiological linkage during shared positive and s,30,"KH Chen, CL Brown, JL Wells…",2021,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2020-66494-001,"https://scholar.google.com/scholar?cites=6342221793279731186&as_sdt=2005&sciodt=0,5&hl=en",44,TRUE,NA,30,15,8,4,2,"Physiological linkage refers to the degree to which peoples' physiological responses change in coordinated ways. Here, we examine whether and how physiological linkage …",https://psycnet.apa.org/manuscript/2020-66494-001.pdf,"https://scholar.google.com/scholar?q=related:8uUtUx4ZBFgJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",JPSP,1169,BGQVJ6PJ,/Users/haleylam/Zotero/storage/8GHP6FSI/Chen et al. - 2021 - Physiological linkage during shared positive and s.pdf
1170,MISSING_DOI_play philosophy and performanceedited by,"Play, philosophy and performance/edited by",play philosophy and performanceedited by,0,E Ryall,2021,Journal of Personality and Social Psychology,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780429323737&type=googlepdf,NA,144,TRUE,NA,0,0,0,1,2,"Title: Play, philosophy and performance/edited by Malcolm MacLean, Wendy Russell and Emily Ryall. Description: First Edition.| New York: Routledge, 2021.| Includes bibliographical …",NA,"https://scholar.google.com/scholar?q=related:PwDfqIr9SHwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",JPSP,1170,NA,NA
1171,MISSING_DOI_policies and prejudice integration policies modera,Policies and prejudice: Integration policies moderate the link between immigrant presence and anti-immigrant prejudice.,policies and prejudice integration policies modera,10,"J Kende, O Sarrasin, A Manatschal…",2022,… personality and social …,psycnet.apa.org,https://psycnet.apa.org/record/2022-24155-001,"https://scholar.google.com/scholar?cites=5639833260211213743&as_sdt=2005&sciodt=0,5&hl=en",56,TRUE,NA,10,10,3,4,1,"More people than ever migrate across the world, thereby more people than ever live, study, and work in countries, regions, and institutions with high immigrant presence. Conflict and …",https://osf.io/3yfc2/download,"https://scholar.google.com/scholar?q=related:r5VSE3i2RE4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1171,V5RBARAW,/Users/haleylam/Zotero/storage/5FW9MZ3T/Kende et al. - 2022 - Policies and prejudice Integration policies moder.pdf
1172,MISSING_DOI_political differences in free will belief are asso,Political differences in free will belief are associated with differences in moralization.,political differences in free will belief are asso,56,"JAC Everett, CJ Clark, P Meindl, JB Luguri…",2021,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/120/2/461/,"https://scholar.google.com/scholar?cites=18020707166059218902&as_sdt=2005&sciodt=0,5&hl=en",53,TRUE,NA,56,28,11,5,2,"In 14 studies, we tested whether political conservatives' stronger free will beliefs were linked to stronger and broader tendencies to moralize and, thus, a greater motivation to assign …",https://digitalcommons.calvin.edu/cgi/viewcontent.cgi?article=1116&context=calvin_facultypubs,"https://scholar.google.com/scholar?q=related:1sdLkrBpFvoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",JPSP,1172,GNXETNQJ,/Users/haleylam/Zotero/storage/6C8IQJBN/Everett et al. - 2021 - Political differences in free will belief are asso.pdf
1173,MISSING_DOI_political psycholinguistics a comprehensive analys,Political psycholinguistics: A comprehensive analysis of the language habits of liberal and conservative social media users.,political psycholinguistics a comprehensive analys,76,"J Sterling, JT Jost, R Bonneau",2020,… personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/record/2020-01348-001,"https://scholar.google.com/scholar?cites=7078349476411747785&as_sdt=2005&sciodt=0,5&hl=en",17,TRUE,NA,76,25.33,25,3,3,"For nearly a century social scientists have sought to understand left–right ideological differences in values, motives, and thinking styles. Much progress has been made, but—as …",https://psycnet.apa.org/manuscript/2020-01348-001.pdf,"https://scholar.google.com/scholar?q=related:yS2YmVhZO2IJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",JPSP,1173,4T8VL5EF,/Users/haleylam/Zotero/storage/WK9B5CXP/Sterling et al. - 2020 - Political psycholinguistics A comprehensive analy.pdf
1174,MISSING_DOI_polygenic score for educational attainment capture,Polygenic score for educational attainment captures DNA variants shared between personality traits and educational achievement.,polygenic score for educational attainment capture,47,"E Smith-Woolley, S Selzam…",2019,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2019-16539-001,"https://scholar.google.com/scholar?cites=6631501995772520491&as_sdt=2005&sciodt=0,5&hl=en",51,TRUE,NA,47,11.75,16,3,4,"Genome-wide polygenic scores (GPS) can be used to predict individual genetic risk and resilience. For example, a GPS for years of education (EduYears) explains substantial …",https://psycnet.apa.org/journals/psp/117/6/1145.pdf,"https://scholar.google.com/scholar?q=related:K6hQEe7TB1wJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",JPSP,1174,FY4MALHJ,/Users/haleylam/Zotero/storage/4Q6SVJGA/Smith-Woolley et al. - 2019 - Polygenic score for educational attainment captures DNA variants shared between personality traits a.pdf
1175,MISSING_DOI_pooling finances and relationship satisfaction,Pooling finances and relationship satisfaction.,pooling finances and relationship satisfaction,3,"JJ Gladstone, EN Garbinsky…",2022,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2022-42962-001,"https://scholar.google.com/scholar?cites=16168488449227556783&as_sdt=2005&sciodt=0,5&hl=en",153,TRUE,NA,3,3,1,3,1,"When couples decide to share their lives, they are simultaneously faced with the decision of how (or whether) to pool their finances. Does the way in which couples keep their money …",http://www.joegladstone.com/s/PSP-I-2021-0326-1.pdf,"https://scholar.google.com/scholar?q=related:rwc3i5QCYuAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1175,X2KQ3LB9,/Users/haleylam/Zotero/storage/F4ITQ373/Gladstone et al. - 2022 - Pooling finances and relationship satisfaction..pdf
1176,MISSING_DOI_population densities and human life history strate,Population densities and human life history strategies,population densities and human life history strate,4,"O Sng, SL Neuberg, MEW Varnum, DT Kenrick",2017,… Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=11728756216315002532&as_sdt=2005&sciodt=0,5&hl=en",97,TRUE,NA,4,0.67,1,4,6,NA,NA,"https://scholar.google.com/scholar?q=related:pD6cGqPpxKIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",JPSP,1176,NA,NA
1177,MISSING_DOI_positivity in peer perceptions over time personali,"Positivity in peer perceptions over time: Personality explains variation at zero-acquaintance, popularity explains differential change.",positivity in peer perceptions over time personali,6,"R Rau, EN Carlson, M Dufner, K Geukes…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2022-27825-001,"https://scholar.google.com/scholar?cites=15578806582612061418&as_sdt=2005&sciodt=0,5&hl=en",102,TRUE,NA,6,6,1,5,1,"People have characteristic ways of perceiving others' personalities. When judging others on several traits, some perceivers tend to form globally positive and others tend to form globally …",https://psyarxiv.com/2gqf6/download?format=pdf,"https://scholar.google.com/scholar?q=related:6uwb_QsKM9gJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1177,7FVAPGLC,/Users/haleylam/Zotero/storage/MREH78DH/Rau et al. - Positivity in Peer Perceptions Over Time Personal.pdf
1178,MISSING_DOI_positivity resonance in longterm married couples m,Positivity resonance in long-term married couples: Multimodal characteristics and consequences for health and longevity.,positivity resonance in longterm married couples m,10,"JL Wells, CM Haase, ES Rothwell…",2022,… personality and social …,psycnet.apa.org,https://psycnet.apa.org/record/2022-22999-001,"https://scholar.google.com/scholar?cites=9374659061045875528&as_sdt=2005&sciodt=0,5&hl=en",87,TRUE,NA,10,10,3,4,1,"Abstract The Positivity Resonance Theory of coexperienced positive affect describes moments of interpersonal connection characterized by shared positive affect, caring …",https://psycnet.apa.org/manuscript/2022-22999-001.pdf,"https://scholar.google.com/scholar?q=related:SFMJOL96GYIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1178,X6WK6KX6,/Users/haleylam/Zotero/storage/HETURANT/Wells et al. - 2022 - Positivity resonance in long-term married couples.pdf
1179,MISSING_DOI_posture pressure management social psychological e,Posture &Pressure Management: Social Psychological Explanations for Compliance with Use of Clinically Prescribed Seating Functions,posture pressure management social psychological e,0,"D Bowers, R Taylor, K Morgan, L Abbott",2017,… Personality and Social Psychology,pmguk.co.uk,https://www.pmguk.co.uk/web/data/page_files/Research/Final%20Report%2023-2-18.pdf,NA,106,TRUE,NA,0,0,0,4,#NAME?,This report summarises a project conducted with users of powered wheelchairs to explore their experiences of their prescribed chair features. A series of semi-structured interviews …,https://www.pmguk.co.uk/web/data/page_files/Research/Final%20Report%2023-2-18.pdf,"https://scholar.google.com/scholar?q=related:WpO1PvUnraEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",JPSP,1179,NA,NA
1180,MISSING_DOI_predicting educational and socialemotional outcome,"Predicting educational and social–emotional outcomes in emerging adulthood from intelligence, personality, and socioeconomic status.",predicting educational and socialemotional outcome,4,"ZF Haider, S von Stumm",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-59895-001,"https://scholar.google.com/scholar?cites=6293359445580838771&as_sdt=2005&sciodt=0,5&hl=en",79,TRUE,NA,4,4,2,2,1,"Emerging adulthood describes the developmental life stage between adolescence and adulthood, when young people gain important educational and social–emotional skills …",https://scottbarrykaufman.com/wp-content/uploads/2022/05/Haider-von-Stumm-IQ-B5-SES-prediction-JPSP.pdf,"https://scholar.google.com/scholar?q=related:c_exdRKBVlcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1180,9T4WKM95,/Users/haleylam/Zotero/storage/M5K8UZVM/Haider - Predicting Educational and Social-Emotional Outcom.pdf
1181,MISSING_DOI_predictive validity and adjustment of ideal partne,Predictive validity and adjustment of ideal partner preferences across the transition into romantic relationships.,predictive validity and adjustment of ideal partne,75,"TM Gerlach, RC Arslan, T Schultze…",2019,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2017-40990-001,"https://scholar.google.com/scholar?cites=3342259667974701030&as_sdt=2005&sciodt=0,5&hl=en",27,TRUE,NA,75,18.75,19,4,4,"Although empirical research has investigated what we ideally seek in a romantic partner for decades, the crucial question of whether ideal partner preferences actually guide our mating …",https://www.researchgate.net/profile/Tanja-Gerlach/publication/318470515_Predictive_Validity_and_Adjustment_of_Ideal_Partner_Preferences_Across_the_Transition_Into_Romantic_Relationships/links/5a0f571a458515cc5aa69de7/Predictive-Validity-and-Adjustment-of-Ideal-Partner-Preferences-Across-the-Transition-Into-Romantic-Relationships.pdf,"https://scholar.google.com/scholar?q=related:5j-_wHUXYi4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",JPSP,1181,USXA744W,/Users/haleylam/Zotero/storage/V39KG7EZ/Gerlach et al. - 2019 - Predictive validity and adjustment of ideal partner preferences across the transition into romantic.pdf
1182,MISSING_DOI_preemptive strikes fear hope and defensive aggress,"Preemptive strikes: Fear, hope, and defensive aggression.",preemptive strikes fear hope and defensive aggress,91,N Halevy,2017,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2016-46785-001,"https://scholar.google.com/scholar?cites=13371645380728231030&as_sdt=2005&sciodt=0,5&hl=en",41,TRUE,NA,91,15.17,91,1,6,Preemptive strikes are costly and harmful. Existing models of defensive aggression focus narrowly on the role fear plays in motivating preemptive strikes. Theoretically integrating the …,NA,"https://scholar.google.com/scholar?q=related:dpTMtKCgkbkJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",JPSP,1182,W84ZN4WN,"/Users/haleylam/Zotero/storage/5FCIXS7B/Halevy - 2017 - Preemptive strikes Fear, hope, and defensive aggr.pdf"
1183,MISSING_DOI_presentation in selfposted facial images can expos,Presentation in self-posted facial images can expose sexual orientation: Implications for research and privacy.,presentation in selfposted facial images can expos,4,D Wang,2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-52639-001,"https://scholar.google.com/scholar?cites=6032574759049238885&as_sdt=2005&sciodt=0,5&hl=en",126,TRUE,NA,4,4,4,1,1,"Recent research has found that facial recognition algorithms can accurately classify people's sexual orientations using naturalistic facial images, highlighting a severe risk to privacy. This …",https://psyarxiv.com/u7vcd/download?format=pdf,"https://scholar.google.com/scholar?q=related:ZRkeCsgCuFMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1183,NA,NA
1184,MISSING_DOI_prestige in a largescale social group predicts lon,Prestige in a large-scale social group predicts longitudinal changes in testosterone.,prestige in a largescale social group predicts lon,26,"JT Cheng, O Kornienko, DA Granger",2018,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2018-22169-003,"https://scholar.google.com/scholar?cites=60145618727535774&as_sdt=2005&sciodt=0,5&hl=en",87,TRUE,NA,26,5.2,9,3,5,"In many social species, organisms adaptively fine-tune their competitive behavior in response to previous experiences of social status: Individuals who have prevailed in the …",https://psycnet.apa.org/manuscript/2018-22169-003.pdf,"https://scholar.google.com/scholar?q=related:ngQNHx-u1QAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018",JPSP,1184,G3JAHC4P,/Users/haleylam/Zotero/storage/EWTTTTN7/Cheng et al. - 2018 - Prestige in a large-scale social group predicts longitudinal changes in testosterone.pdf
1185,MISSING_DOI_priority of racial and gender categorization of fa,Priority of racial and gender categorization of faces: A social task demand framework.,priority of racial and gender categorization of fa,1,"T Zhang, Y Zhou, S Han",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-80175-001,"https://scholar.google.com/scholar?cites=15378899726454433754&as_sdt=2005&sciodt=0,5&hl=en",112,TRUE,NA,1,1,0,3,1,Social categorization of faces occurs along multiple dimensions such as race and gender and influences interpersonal interactions widely. Does social categorization of faces along …,NA,"https://scholar.google.com/scholar?q=related:2ier_9HTbNUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1185,NA,NA
1186,MISSING_DOI_proactive control of implicit bias a theoretical m,Proactive control of implicit bias: A theoretical model and implications for behavior change.,proactive control of implicit bias a theoretical m,64,"DM Amodio, JK Swencionis",2018,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2018-34832-004,"https://scholar.google.com/scholar?cites=9119518274578884054&as_sdt=2005&sciodt=0,5&hl=en",45,TRUE,NA,64,12.8,32,2,5,"Four experiments examined the effect of proactive control on expressions of implicit racial bias. Whereas reactive control is engaged in response to a biasing influence (eg, a …",https://scholar.archive.org/work/3tfd3mpqpjc7th24lme26imt2y/access/wayback/http://pdfs.semanticscholar.org/c8d7/7ea859654b85c1c89e880e17452bed3928a2.pdf,"https://scholar.google.com/scholar?q=related:1iX1ro0Jj34J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018",JPSP,1186,CF8P7IPC,/Users/haleylam/Zotero/storage/GQ8RG4S3/Amodio and Swencionis - 2018 - Proactive control of implicit bias A theoretical model and implications for behavior change.pdf
1187,MISSING_DOI_prosocialitet och positiv affekt hur minnen av att,Prosocialitet och positiv affekt: hur minnen av att ge och få beröm påverkar positiva känslor,prosocialitet och positiv affekt hur minnen av att,0,"A Danielsson, A Danielsson",2022,… of Personality and Social Psychology,researchportal.hkr.se,https://researchportal.hkr.se/files/43217338/Uppsats_AnnaDanielsson.pdf,NA,170,TRUE,NA,0,0,0,2,#NAME?,Prosociala handlingar har en positiv inverkan på välmående. Detta gäller både vid givande och mottagande av prosocialitet. Det har även visats att minnen av att ge prosociala …,https://researchportal.hkr.se/files/43217338/Uppsats_AnnaDanielsson.pdf,"https://scholar.google.com/scholar?q=related:g0ps06-PTXUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",JPSP,1187,NA,NA
1188,MISSING_DOI_psychological affordances help explain where a sel,Psychological affordances help explain where a self-transcendent purpose intervention improves performance.,psychological affordances help explain where a sel,22,"SL Reeves, MD Henderson, GL Cohen…",2021,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/120/1/1/,"https://scholar.google.com/scholar?cites=6808942793911914327&as_sdt=2005&sciodt=0,5&hl=en",85,TRUE,NA,22,11,6,4,2,"Lay theory interventions instill situation-general ways of thinking, often using short reading and writing exercises, and they have led to lasting changes in behavior and performance in …",https://psycnet.apa.org/manuscript/2020-51509-001.pdf,"https://scholar.google.com/scholar?q=related:V08TT2U5fl4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",JPSP,1188,PGIX7IW9,/Users/haleylam/Zotero/storage/4KCUD2LA/Reeves et al. - 2021 - Psychological affordances help explain where a sel.pdf
